HLT Path,L1 Seeds,L1 pre scale,HLT pre scale,Total,,, QCD15to30,,,QCD30to50,,,QCD50to80,,,QCD80to120,,,QCD120to170,,,QCD170to300,,,QCD300to470,,,QCD470to600,,,EMEnr30to80,,,EMEnr80to170,,,MuEnr30to50,,,MuEnr50to80,,,MuEnr80to120,,,WToENu,,,ZToEE,,,WToMuNu,,,ZToMuMu,,
HLT_Mu28NoFiltersNoVtx_DisplacedJet40_Loose_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,70,0.52,+-,0.24,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.03,+/-,0.00,0.04,+/-,0.01,0.08,+/-,0.01,0.06,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2 , L1_SingleEG40 ,1,3,0.51,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.05,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.03,0.24,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFMET120_NoiseCleaned_Mu5_v2 , L1_Mu0er_ETM55 ,1,1,0.50,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.17,+/-,0.01,0.09,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.14,+/-,0.01,0.00,+/-,0.00
HLT_QuadPFJet_VBF_v2 , L1_TripleJet_92_76_64_VBF ,1,1250,0.49,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.09,+/-,0.02,0.17,+/-,0.01,0.13,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu15_PFHT300_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,65,0.49,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL_v2 , L1_Mu5_EG20 ,1,20,0.48,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.05,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.04,0.07,+/-,0.01,0.02,+/-,0.01,0.10,+/-,0.01,0.11,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_v1 , L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 , 1 1 1 ,25,0.48,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.07,+/-,0.02,0.10,+/-,0.01,0.14,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00
HLT_PFHT450_SixJet40_v2 , L1_HTT175 ,1,30,0.46,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.09,+/-,0.01,0.25,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu7p5_L2Mu2_Jpsi_v2 , L1_DoubleMu0 ,250,1,0.44,+-,0.24,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu7p5_Track2_Jpsi_v2 , L1_SingleMu5 ,250,1,0.44,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v2 , L1_ETM60 OR L1_ETM70 , 1 1 ,1,0.44,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.03,+/-,0.00,0.11,+/-,0.01,0.05,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00
HLT_DoubleMu23NoFiltersNoVtxDisplaced_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,0.43,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.02,+/-,0.00,0.04,+/-,0.01,0.09,+/-,0.01,0.11,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu3er_PFHT140_PFMET125_NoiseCleaned_v2 , L1_Mu0er_ETM55 ,1,1,0.43,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.04,+/-,0.01,0.15,+/-,0.01,0.09,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01,0.00,+/-,0.00
HLT_Mu7p5_Track3p5_Jpsi_v2 , L1_SingleMu5 ,250,1,0.37,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Dimuon0er16_Jpsi_NoVertexing_v2 , L1_DoubleMu0_Eta1p6_WdEta18_OS ,1,50,0.37,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.00,+/-,0.00,0.20,+/-,0.03,0.07,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFMET170_NoiseCleaned_v2 , L1_ETM60 OR L1_ETM70 , 1 1 ,1,0.37,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.02,+/-,0.00,0.11,+/-,0.01,0.08,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.00,+/-,0.00,0.07,+/-,0.01,0.00,+/-,0.00
HLT_Photon90_v2 , L1_SingleEG40 ,1,300,0.37,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.02,0.10,+/-,0.01,0.11,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v2 , L1_TripleEG_14_10_8 ,1,1,0.36,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.06,+/-,0.02,0.03,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.03,0.06,+/-,0.01,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon120_v2 , L1_SingleEG40 ,1,100,0.36,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.06,+/-,0.01,0.19,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu17_TrkIsoVVL_v2 , L1_SingleMu12 ,500,3,0.35,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon75_v2 , L1_SingleEG40 ,1,600,0.35,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.02,0.08,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.12,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,50,0.34,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.00,+/-,0.00,0.09,+/-,0.02,0.06,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01
HLT_Mu28NoFiltersNoVtx_CentralCaloJet40_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,300,0.34,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.05,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.02,+/-,0.00,0.01,+/-,0.01,0.10,+/-,0.01,0.09,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_MET90_IsoTrk50_v2 , L1_ETM60 OR L1_ETM70 , 1 1 ,1,0.34,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.24,+/-,0.02,0.05,+/-,0.00
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,50,0.32,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.00,+/-,0.00,0.07,+/-,0.02,0.06,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01
HLT_PFHT400_SixJet30_v2 , L1_HTT175 ,1,175,0.32,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.08,+/-,0.01,0.14,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon36_v2 , L1_SingleEG30 ,1,8400,0.31,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.04,+/-,0.01,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.03,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele33_CaloIdM_TrackIdM_PFJet30_v2 , L1_SingleEG20 ,2000,1,0.30,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_L1_TripleJet_VBF_v2 , L1_TripleJet_92_76_64_VBF ,1,5000,0.29,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.08,+/-,0.02,0.09,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2 , L1_SingleEG40 ,1,1,0.29,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.07,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2 , L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 1 1 1 ,150,0.28,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.04,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.04,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon50_v2 , L1_SingleEG40 ,1,2850,0.27,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.08,+/-,0.02,0.03,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.04,0.06,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_HT350_DisplacedDijet80_DisplacedTrack_v2 , L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 1 1 ,1,0.27,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.07,+/-,0.01,0.09,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.03,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p5PF_v2 , L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1 ,80,2,0.27,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon135_PFMET100_NoiseCleaned_v2 , L1_SingleEG40 OR L1_SingleJet200 , 1 1 ,1,0.24,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.02,+/-,0.00,0.11,+/-,0.01,0.05,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2 , L1_SingleEG30 ,1,100,0.23,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.04,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon30_v2 , L1_SingleEG25 ,1,18000,0.23,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.06,0.04,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.04,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFJet60_v2 , L1_SingleJet36 ,262139,1,0.22,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v2 , L1_Mu6_HTT150 ,1,1,0.22,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.11,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_Mu7p5_Track7_Jpsi_v2 , L1_SingleMu5 ,250,1,0.20,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF_v2 , L1_SingleEG40 ,1,1,0.20,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.07,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.09,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele18_CaloIdM_TrackIdM_PFJet30_v2 , L1_SingleEG10 ,10000,1,0.20,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v2 , L1_SingleEG10 ,10000,1,0.17,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele18_CaloIdL_TrackIdL_IsoVL_PFJet30_v2 , L1_SingleEG10 ,10000,1,0.17,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_HT650_DisplacedDijet80_Inclusive_v2 , L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 1 1 ,1,0.17,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.09,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu24_TrkIsoVVL_v2 , L1_SingleMu16 ,1,1600,0.15,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.00,+/-,0.00,0.04,+/-,0.01,0.03,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack_v2 , L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 1 1 ,1,0.15,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.04,+/-,0.01,0.05,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu34_v2 , L1_SingleMu20 ,1,800,0.15,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.01,+/-,0.00
HLT_DoubleMu28NoFiltersNoVtxDisplaced_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,0.14,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.03,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.01,0.02,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu7p5_Track2_Upsilon_v2 , L1_SingleMu5 ,250,1,0.14,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_CaloMET200_NoiseCleaned_v2 , L1_ETM50 OR L1_ETM60 OR L1_ETM70 , 1 1 1 ,1,0.14,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.05,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00
